Rider_ID,Rider_Name,Gender,Age,Experience_Years,Vehicle_Type,Average_Speed_kmph,Reliability,Courtesy_Score,Home_Store,Hidden_Slow_Rider,Hidden_Star_Rider
R00659,Karan,Male,44,0,Electric Scooter,29.8,0.849,3.66,DS28,False,False
R00660,Sourabh,Male,26,6,Electric Scooter,35.3,0.99,3.63,DS30,False,False
R00661,Manoj,Male,29,5,Scooter,25.5,0.973,4.23,DS30,False,False
R00662,Ajay,Male,29,1,Scooter,24.6,0.921,4.75,DS14,False,False
R00663,Ajay,Male,27,9,Bicycle,16.1,0.92,3.7,DS19,False,False
R00664,Pankaj,Male,27,3,Electric Scooter,29.8,0.88,3.94,DS21,False,False
R00665,Vikas,Female,28,8,Scooter,24.7,0.91,3.19,DS27,False,False
R00666,Rohit,Male,31,5,Bicycle,13.5,0.99,3.7,DS23,False,False
R00667,Sachin,Male,42,9,Electric Scooter,31.3,0.961,4.38,DS14,False,False
R00668,Vikas,Male,32,4,Scooter,23.6,0.845,4.84,DS12,False,False
R00669,Pankaj,Male,41,3,Electric Scooter,23.6,0.941,3.55,DS06,False,False
R00670,Ajay,Male,31,5,Scooter,21.7,0.907,3.76,DS04,False,False
R00671,Rohit,Female,28,0,Scooter,23.9,0.863,4.06,DS10,False,False
R00672,Ajay,Male,34,8,Scooter,24.0,0.966,4.02,DS26,False,False
R00673,Manoj,Female,30,3,Bicycle,17.7,0.913,4.86,DS08,False,False
R00674,Aman,Male,29,7,Electric Scooter,33.3,0.981,4.12,DS07,False,False
R00675,Harish,Male,23,0,Scooter,26.3,0.891,3.99,DS29,False,False
R00676,Rahul,Male,28,1,Scooter,26.2,0.913,4.13,DS28,False,False
R00677,Vikas,Male,29,8,Scooter,26.1,0.952,3.89,DS30,False,False
R00678,Aman,Female,20,9,Electric Scooter,31.4,0.907,4.4,DS10,False,False
R00679,Abhishek,Female,32,5,Scooter,23.9,0.924,3.68,DS21,False,False
R00680,Amit,Male,43,8,Scooter,28.9,0.948,4.14,DS03,False,False
R00681,Ajay,Male,30,8,Scooter,24.8,0.876,4.0,DS26,False,False
R00682,Yash,Male,35,0,Electric Scooter,32.1,0.872,3.7,DS19,False,False
R00683,Abhishek,Male,36,3,Scooter,17.9,0.939,3.65,DS26,False,False
R00684,Rohit,Male,27,10,Electric Scooter,26.2,0.99,3.99,DS18,False,False
R00685,Aman,Male,34,7,Scooter,27.2,0.968,4.58,DS03,False,False
R00686,Karan,Male,29,10,Scooter,29.2,0.939,4.41,DS29,False,False
R00687,Sourabh,Male,42,7,Scooter,25.9,0.927,3.28,DS27,False,False
R00688,Sourabh,Male,44,7,Scooter,25.4,0.946,4.16,DS10,False,False
R00689,Harish,Male,31,10,Scooter,28.4,0.942,4.35,DS08,False,False
R00690,Aman,Male,34,8,Scooter,23.4,0.871,4.0,DS19,False,False
R00691,Aman,Male,26,2,Bicycle,15.7,0.933,3.62,DS21,False,False
R00692,Amit,Male,44,8,Scooter,25.6,0.959,4.42,DS26,False,False
R00693,Arjun,Female,27,9,Scooter,25.9,0.966,4.41,DS03,False,False
R00694,Rakesh,Male,32,1,Scooter,20.1,0.88,4.89,DS20,False,False
R00695,Rahul,Male,44,6,Scooter,29.2,0.967,4.73,DS21,False,False
R00696,Yash,Male,28,0,Electric Scooter,29.0,0.96,4.19,DS16,False,False
R00697,Abhishek,Male,19,4,Scooter,27.8,0.924,4.02,DS28,False,False
R00698,Rakesh,Male,29,0,Scooter,29.8,0.915,3.64,DS20,False,False
R00699,Manoj,Male,25,9,Electric Scooter,37.4,0.891,4.64,DS19,False,False
R00700,Amit,Male,38,0,Scooter,21.1,0.947,3.79,DS22,False,False
R00701,Yash,Male,38,0,Bicycle,16.3,0.897,4.79,DS08,False,False
R00702,Manoj,Male,29,10,Scooter,32.4,0.922,3.7,DS13,False,False
R00703,Abhishek,Male,24,9,Scooter,32.5,0.963,4.11,DS04,False,False
R00704,Pankaj,Male,36,0,Electric Scooter,28.6,0.883,4.2,DS05,False,False
R00705,Amit,Male,27,7,Scooter,23.4,0.934,3.74,DS23,False,False
R00706,Manoj,Male,37,2,Electric Scooter,25.5,0.955,4.53,DS29,False,False
R00707,Aman,Male,34,0,Scooter,24.8,0.857,4.1,DS14,False,False
R00708,Nitin,Male,35,7,Bicycle,19.9,0.977,3.62,DS02,False,False
R00709,Rakesh,Male,37,8,Scooter,27.1,0.99,4.18,DS23,False,False
R00710,Mohit,Male,39,9,Scooter,22.8,0.924,4.19,DS04,False,False
R00711,Rakesh,Male,35,8,Bicycle,15.0,0.9,4.27,DS01,False,False
R00712,Sachin,Male,35,4,Scooter,16.9,0.932,3.26,DS11,False,False
R00713,Yash,Male,31,1,Scooter,22.8,0.887,3.99,DS12,False,False
R00714,Deepak,Male,21,6,Scooter,28.6,0.938,4.64,DS25,False,False
R00715,Manoj,Male,35,0,Scooter,25.9,0.899,3.99,DS07,False,False
R00716,Manoj,Male,37,4,Scooter,26.4,0.978,4.27,DS11,False,False
R00717,Nitin,Male,43,0,Electric Scooter,26.4,0.908,4.59,DS06,False,False
R00718,Mohit,Male,40,6,Electric Scooter,34.3,0.917,4.51,DS06,False,False
R00719,Ajay,Male,27,10,Electric Scooter,32.0,0.933,3.72,DS18,False,False
R00720,Sandeep,Female,21,0,Scooter,25.8,0.914,3.45,DS02,False,False
R00721,Vikas,Male,39,0,Electric Scooter,29.4,0.881,3.88,DS22,False,False
R00722,Manoj,Male,24,2,Bicycle,9.4,0.99,4.48,DS30,False,False
R00723,Sourabh,Male,20,0,Scooter,25.5,0.839,3.6,DS26,False,False
R00724,Yash,Male,36,2,Bicycle,17.5,0.896,4.14,DS04,False,False
R00725,Ajay,Female,42,4,Scooter,27.7,0.878,3.36,DS18,False,False
R00726,Vikas,Male,40,3,Scooter,26.8,0.965,3.89,DS22,False,False
R00727,Sourabh,Male,29,7,Bicycle,16.0,0.922,3.74,DS18,False,False
R00728,Rohit,Male,24,10,Scooter,33.5,0.974,3.56,DS27,False,False
R00729,Rohit,Male,44,0,Electric Scooter,32.7,0.878,4.47,DS11,False,False
R00730,Abhishek,Male,19,4,Scooter,29.4,0.961,4.18,DS02,False,False
R00731,Vikas,Male,35,2,Scooter,28.4,0.918,3.52,DS09,False,False
R00732,Harish,Female,24,8,Electric Scooter,18.2,0.7400000000000001,4.7,DS18,True,False
R00733,Sourabh,Male,27,4,Electric Scooter,31.8,0.944,3.88,DS20,False,False
R00734,Sachin,Female,22,0,Scooter,30.3,0.867,2.92,DS11,False,False
R00735,Mohit,Male,28,3,Electric Scooter,28.9,0.99,4.12,DS30,False,False
R00736,Sachin,Male,26,9,Electric Scooter,31.9,0.911,4.16,DS07,False,False
R00737,Arjun,Male,39,9,Scooter,25.5,0.972,3.81,DS17,False,False
R00738,Nitin,Male,24,4,Bicycle,12.2,0.963,3.69,DS12,False,False
R00739,Ajay,Female,39,5,Scooter,27.6,0.851,3.73,DS10,False,False
R00740,Rakesh,Male,27,5,Scooter,23.5,0.93,3.99,DS25,False,False
R00741,Arjun,Male,32,3,Electric Scooter,30.8,0.923,4.2,DS18,False,False
R00742,Sandeep,Male,38,9,Bicycle,10.66,0.7704,4.29,DS21,True,False
R00743,Arjun,Male,25,6,Electric Scooter,30.3,0.99,4.14,DS15,False,False
R00744,Karan,Male,40,7,Scooter,21.4,0.979,3.75,DS26,False,False
R00745,Sourabh,Female,30,5,Bicycle,16.7,0.89,3.82,DS09,False,False
R00746,Rakesh,Male,41,1,Scooter,27.8,0.921,4.69,DS21,False,False
R00747,Amit,Male,20,1,Scooter,33.5,0.888,4.14,DS11,False,False
R00748,Mohit,Female,45,10,Electric Scooter,26.9,0.945,4.32,DS26,False,False
R00749,Ajay,Male,45,10,Electric Scooter,33.7,0.949,3.41,DS07,False,False
R00750,Deepak,Male,28,0,Scooter,28.439999999999998,0.99,4.85,DS13,False,True
R00751,Rohit,Male,38,9,Electric Scooter,27.1,0.931,4.12,DS15,False,False
R00752,Rohit,Male,44,1,Scooter,26.7,0.907,3.42,DS19,False,False
R00753,Aman,Female,34,6,Scooter,22.0,0.934,3.9,DS18,False,False
R00754,Amit,Male,40,0,Scooter,23.0,0.869,4.36,DS02,False,False
R00755,Karan,Male,30,5,Electric Scooter,27.7,0.965,3.77,DS21,False,False
R00756,Amit,Male,28,5,Scooter,22.0,0.869,3.71,DS29,False,False
R00757,Manoj,Male,19,6,Electric Scooter,20.67,0.7568,3.59,DS26,True,False
R00758,Amit,Male,43,6,Electric Scooter,29.5,0.935,4.79,DS20,False,False
R00759,Sourabh,Male,41,4,Bicycle,15.9,0.927,3.91,DS07,False,False
R00760,Harish,Male,30,8,Scooter,27.1,0.958,3.92,DS15,False,False
R00761,Rahul,Male,21,9,Bicycle,14.8,0.934,3.83,DS20,False,False
R00762,Rohit,Male,34,6,Scooter,26.0,0.868,3.07,DS13,False,False
R00763,Mohit,Male,26,5,Electric Scooter,25.3,0.932,3.4,DS11,False,False
R00764,Karan,Male,27,7,Electric Scooter,26.3,0.931,4.07,DS22,False,False
R00765,Abhishek,Male,24,10,Electric Scooter,33.4,0.99,4.5,DS11,False,False
R00766,Nitin,Male,44,3,Scooter,14.755,0.7128000000000001,3.47,DS04,True,False
R00767,Manoj,Male,39,6,Scooter,28.0,0.967,4.45,DS17,False,False
R00768,Rahul,Male,25,3,Scooter,26.8,0.848,3.5,DS10,False,False
R00769,Pankaj,Female,24,6,Electric Scooter,27.5,0.965,3.67,DS09,False,False
R00770,Manoj,Male,36,5,Scooter,25.8,0.99,4.46,DS25,False,False
R00771,Aman,Male,19,1,Scooter,24.1,0.943,4.11,DS21,False,False
R00772,Sandeep,Male,29,10,Electric Scooter,27.0,0.899,3.85,DS09,False,False
R00773,Mohit,Male,25,6,Electric Scooter,25.8,0.891,3.57,DS13,False,False
R00774,Pankaj,Male,36,7,Bicycle,15.2,0.94,4.16,DS21,False,False
R00775,Harish,Male,25,10,Bicycle,14.9,0.89,3.67,DS04,False,False
R00776,Vikas,Male,38,7,Bicycle,13.5,0.873,4.19,DS25,False,False
R00777,Ajay,Male,42,10,Scooter,22.1,0.976,4.01,DS27,False,False
R00778,Aman,Male,41,2,Scooter,27.9,0.875,3.84,DS30,False,False
R00779,Manoj,Male,36,3,Bicycle,16.4,0.901,3.65,DS16,False,False
R00780,Rohit,Male,27,10,Scooter,29.0,0.965,3.93,DS25,False,False
R00781,Karan,Male,36,3,Scooter,26.4,0.968,3.74,DS03,False,False
R00782,Sourabh,Male,25,0,Bicycle,15.1,0.935,3.62,DS05,False,False
R00783,Rakesh,Male,29,10,Electric Scooter,28.6,0.955,4.04,DS21,False,False
R00784,Deepak,Male,29,8,Electric Scooter,33.0,0.915,3.75,DS25,False,False
R00785,Pankaj,Male,24,9,Electric Scooter,34.2,0.898,3.96,DS02,False,False
R00786,Pankaj,Male,27,5,Electric Scooter,32.6,0.919,4.03,DS14,False,False
R00787,Sachin,Male,40,3,Scooter,23.1,0.901,3.73,DS29,False,False
R00788,Mohit,Male,22,8,Scooter,30.3,0.974,4.5,DS13,False,False
R00789,Karan,Female,44,4,Electric Scooter,32.9,0.924,4.59,DS07,False,False
R00790,Nitin,Male,20,5,Electric Scooter,28.7,0.941,4.02,DS30,False,False
R00791,Deepak,Female,19,1,Scooter,25.0,0.963,4.39,DS14,False,False
R00792,Manoj,Male,20,7,Electric Scooter,28.4,0.938,4.68,DS20,False,False
R00793,Sachin,Male,23,5,Scooter,23.8,0.99,4.06,DS03,False,False
R00794,Aman,Male,31,6,Scooter,26.9,0.946,4.03,DS06,False,False
R00795,Amit,Male,44,0,Scooter,20.9,0.831,3.99,DS29,False,False
R00796,Mohit,Male,39,5,Electric Scooter,30.9,0.905,3.75,DS13,False,False
R00797,Deepak,Male,41,3,Electric Scooter,27.1,0.903,4.56,DS19,False,False
R00798,Manoj,Male,31,10,Electric Scooter,33.3,0.964,3.58,DS05,False,False
R00799,Rakesh,Male,30,10,Scooter,21.6,0.963,4.13,DS20,False,False
R00800,Ajay,Male,27,10,Bicycle,12.2,0.888,3.52,DS01,False,False
R00801,Sourabh,Male,19,10,Scooter,30.4,0.984,3.87,DS04,False,False
R00802,Abhishek,Male,43,3,Scooter,12.805,0.7488000000000001,4.28,DS21,True,False
R00803,Mohit,Male,40,5,Bicycle,15.7,0.867,3.35,DS12,False,False
R00804,Vikas,Male,34,1,Scooter,23.5,0.886,4.08,DS18,False,False
R00805,Mohit,Male,21,1,Bicycle,14.0,0.928,2.84,DS08,False,False
R00806,Aman,Male,30,0,Bicycle,9.9,0.899,3.72,DS02,False,False
R00807,Rakesh,Male,37,5,Electric Scooter,28.8,0.96,4.59,DS04,False,False
R00808,Deepak,Female,35,2,Electric Scooter,25.6,0.884,3.74,DS15,False,False
R00809,Manoj,Female,34,6,Scooter,28.2,0.888,3.76,DS30,False,False
R00810,Rohit,Male,38,8,Bicycle,17.1,0.99,3.74,DS24,False,False
R00811,Sandeep,Male,43,2,Bicycle,17.6,0.881,4.31,DS13,False,False
R00812,Harish,Male,28,3,Scooter,24.2,0.869,4.07,DS15,False,False
R00813,Arjun,Male,26,0,Electric Scooter,31.799999999999997,0.99,4.33,DS02,False,True
R00814,Mohit,Male,34,2,Electric Scooter,30.7,0.983,3.85,DS20,False,False
R00815,Rohit,Male,28,8,Electric Scooter,29.4,0.895,4.17,DS23,False,False
R00816,Karan,Male,28,2,Electric Scooter,31.3,0.987,4.1,DS26,False,False
R00817,Sachin,Male,27,4,Scooter,23.5,0.943,3.25,DS02,False,False
R00818,Sandeep,Male,31,7,Electric Scooter,41.279999999999994,0.99,4.32,DS08,False,True
R00819,Vikas,Male,30,4,Scooter,26.9,0.888,3.29,DS11,False,False
R00820,Ajay,Male,21,7,Scooter,32.04,0.99,4.17,DS11,False,True
R00821,Rahul,Male,39,3,Electric Scooter,36.96,0.99,3.89,DS18,False,True
R00822,Mohit,Male,27,5,Bicycle,17.7,0.946,4.67,DS22,False,False
R00823,Abhishek,Male,32,0,Bicycle,12.3,0.842,4.32,DS24,False,False
R00824,Yash,Male,35,5,Electric Scooter,34.0,0.941,3.89,DS07,False,False
R00825,Amit,Male,26,3,Scooter,23.3,0.928,4.35,DS14,False,False
R00826,Ajay,Male,26,6,Scooter,22.9,0.945,4.52,DS22,False,False
R00827,Rohit,Male,24,0,Bicycle,12.6,0.902,3.98,DS05,False,False
R00828,Aman,Male,29,5,Scooter,26.8,0.971,3.45,DS22,False,False
R00829,Deepak,Male,22,7,Electric Scooter,30.4,0.97,3.77,DS04,False,False
R00830,Harish,Male,34,9,Scooter,31.56,0.99,4.21,DS27,False,True
R00831,Arjun,Male,21,9,Scooter,33.1,0.898,3.61,DS10,False,False
R00832,Manoj,Female,25,1,Bicycle,15.2,0.886,3.24,DS20,False,False
R00833,Ajay,Male,40,2,Electric Scooter,33.4,0.963,3.98,DS29,False,False
R00834,Aman,Male,25,5,Electric Scooter,29.5,0.906,3.59,DS16,False,False
R00835,Arjun,Male,33,5,Scooter,28.2,0.906,3.53,DS11,False,False
R00836,Sandeep,Male,32,2,Scooter,24.8,0.944,4.63,DS21,False,False
R00837,Nitin,Male,33,2,Electric Scooter,24.2,0.913,3.85,DS22,False,False
R00838,Amit,Male,43,2,Scooter,26.8,0.988,4.58,DS16,False,False
R00839,Sourabh,Male,26,8,Electric Scooter,27.3,0.904,4.24,DS22,False,False
R00840,Sachin,Male,28,5,Electric Scooter,35.7,0.92,3.28,DS29,False,False
R00841,Nitin,Male,20,7,Electric Scooter,32.4,0.974,4.38,DS30,False,False
R00842,Arjun,Male,21,4,Scooter,26.0,0.967,3.73,DS17,False,False
R00843,Amit,Male,27,8,Scooter,25.5,0.906,3.1,DS19,False,False
R00844,Rahul,Male,26,6,Bicycle,16.2,0.924,4.28,DS21,False,False
R00845,Aman,Male,39,3,Scooter,25.9,0.905,3.6,DS29,False,False
R00846,Harish,Male,31,10,Scooter,30.5,0.945,4.66,DS21,False,False
R00847,Rakesh,Male,21,9,Bicycle,17.1,0.892,3.33,DS03,False,False
R00848,Yash,Male,37,8,Scooter,26.5,0.919,3.88,DS26,False,False
R00849,Vikas,Male,30,4,Electric Scooter,23.4,0.904,3.7,DS11,False,False
R00850,Amit,Male,34,6,Bicycle,18.5,0.988,3.89,DS16,False,False
R00851,Mohit,Male,40,5,Bicycle,15.5,0.88,3.91,DS21,False,False
R00852,Rakesh,Male,19,4,Scooter,30.7,0.905,3.63,DS08,False,False
R00853,Harish,Male,22,10,Bicycle,16.3,0.872,4.16,DS05,False,False
R00854,Karan,Male,28,4,Scooter,30.4,0.926,4.69,DS04,False,False
R00855,Rohit,Female,36,5,Scooter,24.8,0.9,4.03,DS29,False,False
R00856,Ajay,Male,31,9,Bicycle,16.4,0.954,3.91,DS05,False,False
R00857,Rakesh,Male,20,9,Bicycle,16.5,0.99,4.01,DS15,False,False
R00858,Mohit,Male,39,3,Scooter,19.6,0.897,3.46,DS25,False,False
R00859,Rahul,Female,33,0,Electric Scooter,28.3,0.884,4.33,DS17,False,False
R00860,Aman,Female,27,4,Scooter,25.1,0.847,4.5,DS22,False,False
R00861,Pankaj,Male,36,8,Electric Scooter,33.6,0.98,3.99,DS14,False,False
R00862,Sourabh,Male,40,7,Scooter,26.4,0.91,3.59,DS07,False,False
R00863,Pankaj,Female,30,9,Scooter,28.8,0.889,4.44,DS23,False,False
R00864,Ajay,Male,32,7,Scooter,27.4,0.926,4.57,DS03,False,False
R00865,Sandeep,Male,35,4,Scooter,26.7,0.903,3.51,DS27,False,False
R00866,Sourabh,Male,32,2,Electric Scooter,27.0,0.925,4.18,DS30,False,False
R00867,Deepak,Male,38,0,Electric Scooter,24.1,0.906,3.62,DS03,False,False
R00868,Amit,Female,24,7,Electric Scooter,27.5,0.895,4.18,DS17,False,False
R00869,Vikas,Male,44,7,Bicycle,16.5,0.969,4.03,DS02,False,False
R00870,Amit,Male,29,8,Scooter,27.9,0.99,3.61,DS13,False,False
R00871,Rahul,Male,37,4,Bicycle,15.0,0.947,4.2,DS02,False,False
R00872,Pankaj,Female,32,6,Scooter,21.4,0.891,3.78,DS19,False,False
R00873,Rahul,Male,36,9,Scooter,33.2,0.924,3.44,DS19,False,False
R00874,Rahul,Male,26,3,Scooter,22.0,0.99,3.83,DS20,False,False
R00875,Amit,Male,36,10,Electric Scooter,35.0,0.967,3.86,DS20,False,False
R00876,Deepak,Male,29,1,Scooter,23.3,0.831,3.95,DS02,False,False
R00877,Abhishek,Male,35,2,Electric Scooter,31.3,0.821,3.86,DS28,False,False
R00878,Sourabh,Male,40,4,Electric Scooter,28.9,0.876,4.01,DS18,False,False
R00879,Aman,Male,45,5,Bicycle,12.7,0.917,3.6,DS26,False,False
R00880,Abhishek,Male,36,0,Scooter,27.6,0.919,4.41,DS14,False,False
R00881,Karan,Male,29,1,Electric Scooter,27.5,0.939,4.22,DS09,False,False
R00882,Sourabh,Male,37,2,Scooter,23.1,0.944,4.23,DS10,False,False
R00883,Deepak,Male,30,1,Scooter,27.6,0.883,4.52,DS18,False,False
R00884,Ajay,Male,29,7,Electric Scooter,34.1,0.924,4.26,DS07,False,False
R00885,Rahul,Male,34,2,Scooter,25.1,0.926,4.11,DS20,False,False
R00886,Aman,Male,23,0,Scooter,26.2,0.898,3.9,DS24,False,False
R00887,Sandeep,Male,37,9,Electric Scooter,29.8,0.971,3.11,DS11,False,False
R00888,Rohit,Male,31,7,Bicycle,12.1,0.908,3.85,DS13,False,False
R00889,Pankaj,Male,45,8,Electric Scooter,32.0,0.962,3.89,DS03,False,False
R00890,Abhishek,Male,38,2,Bicycle,12.9,0.827,4.47,DS14,False,False
R00891,Mohit,Male,41,1,Scooter,22.1,0.942,4.58,DS22,False,False
R00892,Karan,Female,20,2,Scooter,23.6,0.863,4.68,DS06,False,False
R00893,Nitin,Male,35,4,Scooter,26.5,0.96,3.98,DS29,False,False
R00894,Vikas,Male,44,8,Scooter,19.6,0.936,4.9,DS09,False,False
R00895,Aman,Male,24,2,Scooter,19.1,0.905,3.97,DS21,False,False
R00896,Pankaj,Male,23,0,Scooter,25.6,0.835,4.64,DS13,False,False
R00897,Vikas,Male,45,0,Scooter,18.5,0.933,4.03,DS29,False,False
R00898,Rakesh,Male,29,9,Scooter,28.4,0.925,4.2,DS08,False,False
R00899,Manoj,Male,20,6,Electric Scooter,33.1,0.938,4.63,DS14,False,False
R00900,Rahul,Male,27,10,Scooter,28.1,0.926,4.96,DS24,False,False
R00901,Rohit,Male,25,3,Bicycle,12.8,0.939,4.41,DS26,False,False
R00902,Vikas,Female,37,2,Bicycle,11.6,0.988,4.11,DS17,False,False
R00903,Ajay,Male,19,3,Electric Scooter,26.5,0.901,3.8,DS18,False,False
R00904,Pankaj,Female,20,2,Scooter,25.5,0.892,3.94,DS21,False,False
R00905,Abhishek,Male,21,6,Scooter,25.439999999999998,0.99,4.0,DS26,False,True
R00906,Nitin,Male,19,7,Scooter,26.1,0.935,3.61,DS06,False,False
R00907,Sandeep,Male,27,9,Scooter,26.3,0.99,4.0,DS15,False,False
R00908,Ajay,Male,25,7,Electric Scooter,31.9,0.901,3.0,DS20,False,False
R00909,Sourabh,Male,28,7,Scooter,26.2,0.902,3.59,DS10,False,False
R00910,Harish,Male,21,3,Scooter,25.5,0.928,3.96,DS02,False,False
R00911,Sandeep,Male,19,0,Electric Scooter,29.3,0.947,4.0,DS04,False,False
R00912,Vikas,Male,40,6,Electric Scooter,32.8,0.829,4.37,DS23,False,False
R00913,Ajay,Male,45,6,Electric Scooter,24.4,0.949,4.63,DS25,False,False
R00914,Amit,Male,44,2,Electric Scooter,28.5,0.909,4.54,DS17,False,False
R00915,Nitin,Male,21,5,Scooter,21.2,0.943,3.69,DS16,False,False
R00916,Amit,Male,37,10,Electric Scooter,36.4,0.964,3.29,DS08,False,False
R00917,Manoj,Female,43,10,Electric Scooter,30.0,0.99,4.03,DS26,False,False
R00918,Abhishek,Male,39,4,Electric Scooter,33.6,0.893,3.95,DS04,False,False
R00919,Sachin,Male,23,6,Scooter,22.7,0.917,4.71,DS21,False,False
R00920,Rakesh,Male,28,7,Scooter,36.5,0.876,4.08,DS05,False,False
R00921,Yash,Male,26,0,Bicycle,14.4,0.91,4.14,DS29,False,False
R00922,Rohit,Male,43,4,Electric Scooter,30.4,0.871,4.32,DS02,False,False
R00923,Pankaj,Male,34,1,Bicycle,14.6,0.86,3.72,DS23,False,False
R00924,Rohit,Male,40,4,Scooter,30.9,0.894,3.77,DS12,False,False
R00925,Sachin,Male,31,10,Scooter,27.4,0.932,3.46,DS21,False,False
R00926,Rohit,Male,24,10,Scooter,27.3,0.922,4.02,DS30,False,False
R00927,Pankaj,Male,45,6,Scooter,29.639999999999997,0.99,3.16,DS03,False,True
R00928,Harish,Male,29,7,Scooter,25.0,0.982,3.8,DS26,False,False
R00929,Rohit,Male,38,2,Scooter,28.9,0.949,3.84,DS15,False,False
R00930,Ajay,Male,19,1,Scooter,25.9,0.865,3.76,DS22,False,False
R00931,Amit,Female,34,7,Bicycle,13.9,0.867,3.97,DS20,False,False
R00932,Vikas,Male,43,8,Scooter,25.1,0.984,4.28,DS03,False,False
R00933,Aman,Male,30,1,Scooter,23.1,0.865,4.46,DS12,False,False
R00934,Sourabh,Male,41,10,Electric Scooter,28.0,0.927,3.72,DS24,False,False
R00935,Deepak,Male,25,3,Electric Scooter,33.9,0.891,4.31,DS27,False,False
R00936,Ajay,Male,32,5,Electric Scooter,26.5,0.904,4.25,DS17,False,False
R00937,Nitin,Female,23,2,Electric Scooter,36.839999999999996,0.99,4.28,DS16,False,True
R00938,Sandeep,Male,28,4,Scooter,23.9,0.934,3.57,DS13,False,False
R00939,Deepak,Male,42,3,Bicycle,16.3,0.883,3.6,DS17,False,False
R00940,Yash,Male,36,10,Scooter,28.0,0.961,2.96,DS22,False,False
R00941,Sandeep,Male,45,9,Electric Scooter,36.6,0.988,3.96,DS14,False,False
R00942,Vikas,Male,40,9,Scooter,26.1,0.876,4.09,DS03,False,False
R00943,Harish,Male,37,8,Electric Scooter,29.7,0.901,4.48,DS17,False,False
R00944,Harish,Female,29,0,Electric Scooter,27.2,0.828,3.95,DS29,False,False
R00945,Yash,Female,33,8,Scooter,28.0,0.957,4.43,DS22,False,False
R00946,Yash,Male,20,1,Scooter,24.9,0.983,4.11,DS18,False,False
R00947,Yash,Male,26,10,Electric Scooter,31.7,0.984,3.79,DS28,False,False
R00948,Sandeep,Male,25,4,Bicycle,12.8,0.99,3.87,DS06,False,False
R00949,Pankaj,Male,30,7,Scooter,26.4,0.936,3.82,DS22,False,False
R00950,Manoj,Male,20,0,Electric Scooter,34.8,0.906,4.15,DS06,False,False
R00951,Mohit,Male,23,2,Scooter,28.7,0.86,4.33,DS14,False,False
R00952,Aman,Female,39,10,Scooter,15.47,0.7360000000000001,4.57,DS05,True,False
R00953,Abhishek,Male,24,2,Electric Scooter,26.0,0.914,3.61,DS23,False,False
R00954,Karan,Male,45,1,Bicycle,13.2,0.879,4.44,DS12,False,False
R00955,Mohit,Male,22,9,Electric Scooter,29.0,0.865,3.72,DS14,False,False
R00956,Aman,Male,30,9,Scooter,27.7,0.9,3.24,DS26,False,False
R00957,Sourabh,Male,25,3,Scooter,24.0,0.856,3.0,DS25,False,False
R00958,Aman,Male,43,3,Scooter,26.5,0.982,3.18,DS24,False,False
R00959,Deepak,Male,39,5,Scooter,23.5,0.931,4.59,DS16,False,False
R00960,Sandeep,Male,29,5,Bicycle,18.2,0.921,4.75,DS07,False,False
R00961,Rakesh,Male,44,1,Scooter,16.7,0.838,3.86,DS22,False,False
R00962,Vikas,Male,35,10,Electric Scooter,26.7,0.887,4.0,DS24,False,False
R00963,Manoj,Male,34,9,Bicycle,17.3,0.914,3.84,DS25,False,False
R00964,Karan,Male,26,0,Electric Scooter,26.8,0.889,3.64,DS30,False,False
R00965,Sourabh,Female,44,7,Scooter,24.7,0.893,4.67,DS14,False,False
R00966,Mohit,Female,22,4,Scooter,22.9,0.952,4.44,DS13,False,False
R00967,Deepak,Female,21,2,Electric Scooter,29.8,0.934,4.61,DS28,False,False
R00968,Pankaj,Male,33,7,Bicycle,16.6,0.989,3.74,DS03,False,False
R00969,Sandeep,Male,27,10,Scooter,27.1,0.948,3.47,DS23,False,False
R00970,Rahul,Male,40,4,Scooter,24.1,0.957,4.29,DS04,False,False
R00971,Pankaj,Female,30,5,Scooter,25.5,0.956,4.51,DS28,False,False
R00972,Abhishek,Male,24,7,Bicycle,14.5,0.899,3.55,DS08,False,False
R00973,Sachin,Male,31,3,Electric Scooter,26.2,0.929,4.85,DS10,False,False
R00974,Amit,Male,43,0,Electric Scooter,25.3,0.877,3.81,DS10,False,False
R00975,Pankaj,Male,31,7,Bicycle,17.6,0.957,3.31,DS13,False,False
R00976,Sandeep,Male,21,8,Bicycle,20.8,0.983,3.53,DS17,False,False
R00977,Amit,Male,37,5,Bicycle,12.7,0.948,4.28,DS07,False,False
R00978,Rakesh,Male,38,0,Electric Scooter,26.7,0.872,4.26,DS21,False,False
R00979,Rakesh,Male,26,1,Scooter,31.6,0.822,3.79,DS04,False,False
R00980,Rakesh,Male,20,8,Electric Scooter,31.9,0.99,4.16,DS14,False,False
R00981,Karan,Male,45,5,Electric Scooter,26.7,0.989,3.94,DS28,False,False
R00982,Rohit,Male,21,8,Scooter,23.3,0.93,4.79,DS16,False,False
R00983,Vikas,Male,38,3,Electric Scooter,26.8,0.882,3.55,DS07,False,False
R00984,Rohit,Male,30,10,Scooter,29.7,0.949,4.69,DS17,False,False
R00985,Harish,Male,38,7,Scooter,24.8,0.961,3.52,DS02,False,False
R00986,Harish,Male,31,3,Scooter,18.9,0.879,3.41,DS05,False,False
